instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,percentcas,percentreg 
9741,2/15/12,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642,9,302,311,0.028938907,0.971061093
9742,2/15/12,1,1,2,20,0,3,1,1,0.36,0.3485,0.46,0.1642,4,207,211,0.018957346,0.981042654
9743,2/15/12,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,0.1642,8,170,178,0.04494382,0.95505618
9744,2/15/12,1,1,2,22,0,3,1,1,0.34,0.3485,0.49,0.1045,3,104,107,0.028037383,0.971962617
9745,2/15/12,1,1,2,23,0,3,1,1,0.34,0.3485,0.53,0.0896,4,54,58,0.068965517,0.931034483
9746,2/16/12,1,1,2,0,0,4,1,2,0.3,0.303,0.7,0.1343,1,22,23,0.043478261,0.956521739
9747,2/16/12,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,0,0,5,5,0,1
9748,2/16/12,1,1,2,2,0,4,1,2,0.3,0.3182,0.7,0.0896,1,6,7,0.142857143,0.857142857
9749,2/16/12,1,1,2,3,0,4,1,2,0.3,0.3333,0.61,0,0,1,1,0,1
9750,2/16/12,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,0.0896,0,3,3,0,1
9751,2/16/12,1,1,2,5,0,4,1,2,0.3,0.3333,0.7,0,0,20,20,0,1
9752,2/16/12,1,1,2,6,0,4,1,2,0.3,0.3182,0.7,0.0896,4,83,87,0.045977011,0.954022989
9753,2/16/12,1,1,2,7,0,4,1,2,0.3,0.303,0.7,0.1343,3,285,288,0.010416667,0.989583333
9754,2/16/12,1,1,2,8,0,4,1,2,0.3,0.3182,0.7,0.0896,9,489,498,0.018072289,0.981927711
9755,2/16/12,1,1,2,9,0,4,1,2,0.3,0.303,0.7,0.1642,3,199,202,0.014851485,0.985148515
9756,2/16/12,1,1,2,10,0,4,1,3,0.32,0.3333,0.7,0.1343,2,42,44,0.045454545,0.954545455
9757,2/16/12,1,1,2,11,0,4,1,3,0.32,0.3333,0.7,0.1045,2,69,71,0.028169014,0.971830986
9758,2/16/12,1,1,2,12,0,4,1,3,0.32,0.3333,0.76,0.0896,1,44,45,0.022222222,0.977777778
9759,2/16/12,1,1,2,13,0,4,1,3,0.34,0.3182,0.71,0.2537,2,62,64,0.03125,0.96875
9760,2/16/12,1,1,2,14,0,4,1,3,0.32,0.3182,0.81,0.194,1,30,31,0.032258065,0.967741935
9761,2/16/12,1,1,2,15,0,4,1,3,0.34,0.3636,0.76,0,3,50,53,0.056603774,0.943396226
9762,2/16/12,1,1,2,16,0,4,1,3,0.34,0.3636,0.81,0,8,110,118,0.06779661,0.93220339
9763,2/16/12,1,1,2,17,0,4,1,3,0.34,0.3636,0.87,0,8,281,289,0.027681661,0.972318339
9764,2/16/12,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343,8,345,353,0.02266289,0.97733711
9765,2/16/12,1,1,2,19,0,4,1,2,0.32,0.3182,0.87,0.1642,4,254,258,0.015503876,0.984496124
9766,2/16/12,1,1,2,20,0,4,1,2,0.32,0.3333,0.87,0.1343,5,211,216,0.023148148,0.976851852
9767,2/16/12,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045,3,142,145,0.020689655,0.979310345
9768,2/16/12,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0,3,108,111,0.027027027,0.972972973
9769,2/16/12,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73,0.04109589,0.95890411
9770,2/17/12,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0,2,32,34,0.058823529,0.941176471
9771,2/17/12,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,0,2,16,18,0.111111111,0.888888889
9772,2/17/12,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12,0.083333333,0.916666667
9773,2/17/12,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1,1,0,1
9774,2/17/12,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,0,1,1,0,1
9775,2/17/12,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16,0,1
9776,2/17/12,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70,71,0.014084507,0.985915493
9777,2/17/12,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222,226,0.017699115,0.982300885
9778,2/17/12,1,1,2,8,0,5,1,2,0.26,0.303,1,0,4,516,520,0.007692308,0.992307692
9779,2/17/12,1,1,2,9,0,5,1,2,0.26,0.303,1,0,8,275,283,0.028268551,0.971731449
9780,2/17/12,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116,0.112068966,0.887931034
9781,2/17/12,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142,0.063380282,0.936619718
9782,2/17/12,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198,0.106060606,0.893939394
9783,2/17/12,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205,0.165853659,0.834146341
9784,2/17/12,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170,0.194117647,0.805882353
9785,2/17/12,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221,0.185520362,0.814479638
9786,2/17/12,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307,0.182410423,0.817589577
9787,2/17/12,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465,0.077419355,0.922580645
9788,2/17/12,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377,0.039787798,0.960212202
9789,2/17/12,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282,0.056737589,0.943262411
9790,2/17/12,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171,0.076023392,0.923976608
9791,2/17/12,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129,0.11627907,0.88372093
9792,2/17/12,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107,0.140186916,0.859813084
9793,2/17/12,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82,0.12195122,0.87804878
9794,2/18/12,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86,0.058139535,0.941860465
9795,2/18/12,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45,0.155555556,0.844444444
9796,2/18/12,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45,0.133333333,0.866666667
9797,2/18/12,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18,0.166666667,0.833333333
9798,2/18/12,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0,3,4,7,0.428571429,0.571428571
9799,2/18/12,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1,0,1
9800,2/18/12,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0,1,8,9,0.111111111,0.888888889
9801,2/18/12,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0,8,33,41,0.195121951,0.804878049
9802,2/18/12,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0,10,92,102,0.098039216,0.901960784
9803,2/18/12,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138,0.15942029,0.84057971
9804,2/18/12,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205,0.234146341,0.765853659
9805,2/18/12,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286,0.356643357,0.643356643
9806,2/18/12,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369,0.346883469,0.653116531
9807,2/18/12,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384,0.4296875,0.5703125
9808,2/18/12,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427,0.428571429,0.571428571
9809,2/18/12,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499,0.458917836,0.541082164
9810,2/18/12,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404,0.46039604,0.53960396
9811,2/18/12,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364,0.39010989,0.60989011
9812,2/18/12,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246,0.284552846,0.715447154
9813,2/18/12,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188,0.20212766,0.79787234
9814,2/18/12,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148,0.168918919,0.831081081
9815,2/18/12,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114,0.219298246,0.780701754
9816,2/18/12,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118,0.144067797,0.855932203
9817,2/18/12,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74,0.162162162,0.837837838
9818,2/19/12,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,0.121621622,0.878378378
9819,2/19/12,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,0.138888889,0.861111111
9820,2/19/12,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,0.0625,0.9375
9821,2/19/12,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,0.2,0.8
9822,2/19/12,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,0,1
9823,2/19/12,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,0.5,0.5
9824,2/19/12,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,0,1
9825,2/19/12,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,0.142857143,0.857142857
9826,2/19/12,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,0.142857143,0.857142857
9827,2/19/12,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,0.215053763,0.784946237
9828,2/19/12,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,0.256544503,0.743455497
9829,2/19/12,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,0.362831858,0.637168142
9830,2/19/12,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,0.278431373,0.721568627
9831,2/19/12,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,0.245210728,0.754789272
9832,2/19/12,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,0.202531646,0.797468354
9833,2/19/12,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,0.335968379,0.664031621
9834,2/19/12,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,0.29245283,0.70754717
9835,2/19/12,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,0.140127389,0.859872611
9836,2/19/12,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,0.137724551,0.862275449
9837,2/19/12,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,0.151260504,0.848739496
9838,2/19/12,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,0.213592233,0.786407767
9839,2/19/12,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,0.083333333,0.916666667
9840,2/19/12,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,0.145454545,0.854545455
9841,2/19/12,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,0.142857143,0.857142857
9842,2/20/12,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41,0.12195122,0.87804878
9843,2/20/12,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15,0.2,0.8
9844,2/20/12,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20,0.05,0.95
9845,2/20/12,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8,0,1
9846,2/20/12,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6,0,1
9847,2/20/12,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10,0.1,0.9
9848,2/20/12,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44,0.045454545,0.954545455
9849,2/20/12,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120,0.075,0.925
9850,2/20/12,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110,0.109090909,0.890909091
9851,2/20/12,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143,0.20979021,0.79020979
9852,2/20/12,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208,0.216346154,0.783653846
9853,2/20/12,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281,0.231316726,0.768683274
9854,2/20/12,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312,0.211538462,0.788461538
9855,2/20/12,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263,0.216730038,0.783269962
9856,2/20/12,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289,0.186851211,0.813148789
9857,2/20/12,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280,0.228571429,0.771428571
9858,2/20/12,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253,0.106719368,0.893280632
9859,2/20/12,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,0.111570248,0.888429752
9860,2/20/12,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172,0.046511628,0.953488372
9861,2/20/12,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126,0.071428571,0.928571429
9862,2/20/12,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98,0.081632653,0.918367347
9863,2/20/12,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62,0.14516129,0.85483871
9864,2/20/12,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0,0,26,26,0,1
9865,2/21/12,1,1,2,0,0,2,1,1,0.26,0.303,0.65,0,1,11,12,0.083333333,0.916666667
9866,2/21/12,1,1,2,1,0,2,1,1,0.26,0.303,0.56,0,0,7,7,0,1
9867,2/21/12,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,0,0,3,3,0,1
9868,2/21/12,1,1,2,4,0,2,1,1,0.22,0.2727,0.64,0,0,2,2,0,1
9869,2/21/12,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,0,0,15,15,0,1
9870,2/21/12,1,1,2,6,0,2,1,1,0.2,0.2576,0.75,0,3,83,86,0.034883721,0.965116279
9871,2/21/12,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0,6,273,279,0.021505376,0.978494624
9872,2/21/12,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464,0.010775862,0.989224138
9873,2/21/12,1,1,2,9,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217,0.02764977,0.97235023
9874,2/21/12,1,1,2,10,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85,0.094117647,0.905882353
9875,2/21/12,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86,0.058139535,0.941860465
9876,2/21/12,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163,0.098159509,0.901840491
9877,2/21/12,1,1,2,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131,0.061068702,0.938931298
9878,2/21/12,1,1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124,0.129032258,0.870967742
9879,2/21/12,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160,0.14375,0.85625
9880,2/21/12,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254,0.05511811,0.94488189
9881,2/21/12,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432,0.048611111,0.951388889
9882,2/21/12,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425,0.025882353,0.974117647
9883,2/21/12,1,1,2,19,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304,0.016447368,0.983552632
9884,2/21/12,1,1,2,20,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227,0.017621145,0.982378855
9885,2/21/12,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154,0.045454545,0.954545455
9886,2/21/12,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100,0.03,0.97
9887,2/21/12,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47,0.021276596,0.978723404
9888,2/22/12,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24,0.208333333,0.791666667
9889,2/22/12,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7,0.428571429,0.571428571
9890,2/22/12,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6,0.166666667,0.833333333
9891,2/22/12,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4,0.25,0.75
9892,2/22/12,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2,0,1
9893,2/22/12,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30,0.033333333,0.966666667
9894,2/22/12,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90,0.055555556,0.944444444
9895,2/22/12,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302,0.033112583,0.966887417
9896,2/22/12,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576,0.015625,0.984375
9897,2/22/12,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252,0.043650794,0.956349206
9898,2/22/12,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139,0.122302158,0.877697842
9899,2/22/12,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171,0.128654971,0.871345029
9900,2/22/12,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207,0.101449275,0.898550725
9901,2/22/12,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190,0.078947368,0.921052632
9902,2/22/12,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177,0.197740113,0.802259887
9903,2/22/12,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195,0.174358974,0.825641026
9904,2/22/12,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298,0.100671141,0.899328859
9905,2/22/12,1,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529,0.081285444,0.918714556
9906,2/22/12,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525,0.08,0.92
9907,2/22/12,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327,0.067278287,0.932721713
9908,2/22/12,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274,0.091240876,0.908759124
9909,2/22/12,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239,0.079497908,0.920502092
9910,2/22/12,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147,0.12244898,0.87755102
9911,2/22/12,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62,0.080645161,0.919354839
9912,2/23/12,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42,0.285714286,0.714285714
9913,2/23/12,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15,0.2,0.8
9914,2/23/12,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9,0.555555556,0.444444444
9915,2/23/12,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6,0.333333333,0.666666667
9916,2/23/12,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1,0,1
9917,2/23/12,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32,0.0625,0.9375
9918,2/23/12,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91,0.032967033,0.967032967
9919,2/23/12,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326,0.027607362,0.972392638
9920,2/23/12,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560,0.019642857,0.980357143
9921,2/23/12,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242,0.05785124,0.94214876
9922,2/23/12,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148,0.277027027,0.722972973
9923,2/23/12,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182,0.296703297,0.703296703
9924,2/23/12,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224,0.111607143,0.888392857
9925,2/23/12,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218,0.137614679,0.862385321
9926,2/23/12,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192,0.1875,0.8125
9927,2/23/12,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217,0.211981567,0.788018433
9928,2/23/12,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,0,45,298,343,0.131195335,0.868804665
9929,2/23/12,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610,0.080327869,0.919672131
9930,2/23/12,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522,0.068965517,0.931034483
9931,2/23/12,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369,0.054200542,0.945799458
9932,2/23/12,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269,0.085501859,0.914498141
9933,2/23/12,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,0.076576577,0.923423423
9934,2/23/12,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137,0.138686131,0.861313869
9935,2/23/12,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,0,14,71,85,0.164705882,0.835294118
9936,2/24/12,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46,0.260869565,0.739130435
9937,2/24/12,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18,0.166666667,0.833333333
9938,2/24/12,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,0.2,0.8
9939,2/24/12,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5,0,1
9940,2/24/12,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2,0,1
9941,2/24/12,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26,0.038461538,0.961538462
9942,2/24/12,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82,0.024390244,0.975609756
9943,2/24/12,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272,0.025735294,0.974264706
9944,2/24/12,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469,0.036247335,0.963752665
9945,2/24/12,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244,0.06147541,0.93852459
9946,2/24/12,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141,0.156028369,0.843971631
9947,2/24/12,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163,0.165644172,0.834355828
9948,2/24/12,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,0.118421053,0.881578947
9949,2/24/12,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183,0.163934426,0.836065574
9950,2/24/12,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,0.161290323,0.838709677
9951,2/24/12,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94,0.117021277,0.882978723
9952,2/24/12,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178,0.06741573,0.93258427
9953,2/24/12,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256,0.0546875,0.9453125
9954,2/24/12,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,11,289,300,0.036666667,0.963333333
9955,2/24/12,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233,0.025751073,0.974248927
9956,2/24/12,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167,0.047904192,0.952095808
9957,2/24/12,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152,0.006578947,0.993421053
9958,2/24/12,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106,0.037735849,0.962264151
9959,2/24/12,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86,0.11627907,0.88372093
9960,2/25/12,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61,0.081967213,0.918032787
9961,2/25/12,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46,0.086956522,0.913043478
9962,2/25/12,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38,0.026315789,0.973684211
9963,2/25/12,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7,0,1
9964,2/25/12,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2,0,1
9965,2/25/12,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,0,1
9966,2/25/12,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13,0.076923077,0.923076923
9967,2/25/12,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23,0.130434783,0.869565217
9968,2/25/12,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,0.032258065,0.967741935
9969,2/25/12,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122,0.12295082,0.87704918
9970,2/25/12,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183,0.131147541,0.868852459
9971,2/25/12,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210,0.10952381,0.89047619
9972,2/25/12,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258,0.158914729,0.841085271
9973,2/25/12,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,0.212389381,0.787610619
9974,2/25/12,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,0.162037037,0.837962963
